Id,Sentiment,Pasangan Calon,Tweet,preprocessing,preprobaru
220,positive,Agus-Sylvi,#AHY menyapa #Selamatpagi INDONESIA @PDemokrat @SBYudhoyono @hincapandjaitan @edhiewibowo_55 @Edhie_Baskoro @isari68 @ranabaja,agus harimurti yudhoyono sapa selamatpagi indonesia pdemokrat susilo bambang yudhoyono hincapandjaitan edhiewibowo edhie baskoro isari ranabaja,agus hari i yudhoyono sapa selamatpagi indonesia pdemokrat susilo bambang yudhoyono hincapandjaitan edhiewibowo edhie baskoro isari ranabaja
221,positive,Agus-Sylvi,#AHY Harapan & masa dpn Bangsa @hincapandjaitan @SBYudhoyono @AgusYudhoyono @PDemokrat @hariswijaya1975 @ranabaja @isari68 @didiklpambudi,agus harimurti yudhoyono harap depan bangsa hincapandjaitan susilo bambang yudhoyono agusyudhoyono pdemokrat hariswijaya ranabaja isari didiklpambudi,agus hari i yudhoyono harap bangsa hincapandjaitan susilo bambang yudhoyono agusyudhoyono pdemokrat hariswijaya ranabaja isari didiklpambudi
222,positive,Agus-Sylvi,#Puisi Putri #AHY dan Para Wanita Penginspirasi http://obsessionnews.com/puisi-putri-ahy-dan-para-wanita-penginspirasi/ â€¦ #SBY #Demokrat,puisi putri agus harimurti yudhoyono wanita inspirasi susilo bambang yudhoyono demokrat,puisi putri agus hari i yudhoyono wanita inspirasi susilo bambang yudhoyono demokrat
223,positive,Agus-Sylvi,Keren #AHY,keren agus harimurti yudhoyono,keren agus hari i yudhoyono
224,positive,Agus-Sylvi,"Wartawan tanya apa u Pilkada 2018 mendatang, Mas @AgusYudhoyono akan ikut? Dijawab Mas #AHY sampai skg belum terpikir u ikut Pilkada lainnya",wa awan kamu pilihan kepala daerah mas agusyudhoyono mas agus harimurti yudhoyono sekarang pikir kamu pilihan kepala daerah,wa awan pilih kepala daerah mas agusyudhoyono mas agus hari i yudhoyono pikir pilih kepala daerah
225,positive,Agus-Sylvi,Mas Agus kasih kuliah umum nih #AHY,mas agus kasih kuliah nih agus harimurti yudhoyono,mas agus kasih kuliah nih agus hari i yudhoyono
226,positive,Agus-Sylvi,"Kuliah umum ""mahasiswa perspektif untuk masa depan"" #AHY (at UMRAH DOMPAK) â€”",kuliah mahasiswa perspektif agus harimurti yudhoyono at umrah dompak,kuliah mahasiswa perspektif agus hari i yudhoyono at umrah dompak
227,positive,Agus-Sylvi,insya allah tidak mendahului Tuhan..bakal ada yg nglamar #AHY ...,insya allah dahulu tuhan yang nglamar agus harimurti yudhoyono,insya allah tuhan nglamar agus hari i yudhoyono
228,positive,Agus-Sylvi,Hmmmm calon tokoh dunia #AHY,hmmmm calon tokoh dunia agus harimurti yudhoyono,hmmmm calon tokoh dunia agus hari i yudhoyono
229,positive,Agus-Sylvi,Kini #AHY Lebih Gembira,agus harimurti yudhoyono gembira,agus hari i yudhoyono gembira
230,positive,Agus-Sylvi,Terimakasih kpada pendukung #AHY yang tlah memberikan suaranya kepada @aniesbaswedan | @sandiuno #SemogaAmanah #JakartauntukRakyat,terima kasih kepada dukung agus harimurti yudhoyono telah suara aniesbaswedan sandiuno semogaamanah jaka auntukrakyat,terima kasih dukung agus hari i yudhoyono suara aniesbaswedan sandiuno semogaamanah jaka auntukrakyat
231,positive,Agus-Sylvi,bisa dipastikan sebagian besar voter #AHY akhirnya memilih @aniesbaswedan #pilkadaDKI #indonesia #saveNKRI,voter agus harimurti yudhoyono pilih aniesbaswedan pilkadadki indonesia savenkri,voter agus hari i yudhoyono pilih aniesbaswedan pilkadadki indonesia savenkri
232,positive,Agus-Sylvi,Dan kita tetap #AHY,agus harimurti yudhoyono,agus hari i yudhoyono
233,positive,Agus-Sylvi,"Logikanya pemilih #AHY putaran ke1 dipastikan punya psikologis yang sama dengan pemilih paslon 3, mereka ingin gubernur baru di Jakarta.",logika pilih agus harimurti yudhoyono putar psikologis pilih pasangan calon gubernur jaka a,logika pilih agus hari i yudhoyono putar psikologis pilih pasang calon gubernur jaka a
234,positive,Agus-Sylvi,Suara pemilih #AHY pada putaran ke 1 terlihat memilih paslon no 3 pada puataran ke dua kali ini. Selamat Jakarta punya gubernur baru.,suara pilih agus harimurti yudhoyono putar pilih pasangan calon no puataran kali selamat jaka a gubernur,suara pilih agus hari i yudhoyono putar pilih pasang calon no puataran kali selamat jaka a gubernur
235,positive,Agus-Sylvi,"Olahraga dulu, AHY datang ke TPS siang hari https://goo.gl/fb/ht6PDZ  #nasional #ahy #datang #dulu #hari #ke #olahraga #siang #tps",olahraga agus harimurti yudhoyono tempat pemungutan suara siang nasional agus harimurti yudhoyono olahraga siang tempat pemungutan suara,olahraga agus hari i yudhoyono mungut suara siang nasional agus hari i yudhoyono olahraga siang mungut suara
236,positive,Agus-Sylvi,AHY Bergaya Sporty  ke TPS #AHY #TPS #PilkadaDKI #lampost,agus harimurti yudhoyono gaya spo iya tempat pemungutan suara agus harimurti yudhoyono tempat pemungutan suara pilkadadki lampost,agus hari i yudhoyono gaya spo iya mungut suara agus hari i yudhoyono mungut suara pilkadadki lampost
237,positive,Agus-Sylvi,"Saat #PilkadaDKI Putaran Pertama, kita melihat bgm #AHY menunjukkan kelasnya sbg pemimpin yg berbesar hati",pilkadadki putar pe sama bagaimana agus harimurti yudhoyono kelas sebagai pimpin yang besar hati,pilkadadki putar pe agus hari i yudhoyono kelas pimpin hati
238,positive,Agus-Sylvi,Setelah sebelumnya tidak pernah peduli #AHY,peduli agus harimurti yudhoyono,peduli agus hari i yudhoyono
239,positive,Agus-Sylvi,Sebagian kecil pendukung #AHY ada yg dukung Ahok. Basis massa mayoritas kemungkinan lebih pilih Anies. Kunci kemenangan tipis bagi Anies.,dukung agus harimurti yudhoyono yang dukung ahok basis massa mayoritas pilih anies kunci menang tipis anies,dukung agus hari i yudhoyono dukung ahok basis massa mayoritas pilih anies kunci menang tipis anies
240,positive,Agus-Sylvi,Bagaimana pun suara Pendukung #AHY akan menentukan kemenangan salah satu Paslon.,suara dukung agus harimurti yudhoyono tentu menang salah pasangan calon,suara dukung agus hari i yudhoyono menang salah pasang calon
241,positive,Agus-Sylvi,Semoga pemilih #AHY di putaran 1 di Kebon Kacang dan Kp. Bali beralih ke Anies-Sandi. #JakartaCoblos3,semoga pilih agus harimurti yudhoyono putar kebun kacang kp bal alih anies sandi jaka acoblos,semoga pilih agus hari i yudhoyono putar kebun kacang kp bal alih anies sandi jaka acoblos
242,positive,Agus-Sylvi,Yuk #AHY Fans dukung dan menangkan #GubernurMuslim,yuk agus harimurti yudhoyono fan dukung menang gubernurmuslim,yuk agus hari i yudhoyono fan dukung menang gubernurmuslim
243,positive,Agus-Sylvi,"Bismillah, semoga esok Hari Jakarta memiliki pemimpin yang sesuai tuntunan AlQuran, diridhai Alloh swt",bismillah semoga esok jaka a milik pimpin sesuai tuntun alquran diridhai allah subhanahu wa taala,bismillah semoga esok jaka a milik pimpin sesuai tuntun alquran diridhai allah subhanahu wa taala
244,positive,Agus-Sylvi,"bu Sylvi adalah contoh keberanian betawi utk dalam bersikap, ngga ngambang atau banci. Contoh perempuan betawi tulen !",bu sylvi contoh berani betawi untuk sikap tidak mengambang banci contoh perempuan betawi tulen,bu sylvi contoh berani betawi sikap ambang banci contoh perempuan betawi tulen
245,positive,Agus-Sylvi,"saya putaran pertama dukung ibu dan mas agus,, yah lebih baik kalah dengan terhormat daripada menang karena curang",putar pe sama dukung mas agus ya kalah hormat menang curang,putar pe dukung mas agus ya kalah hormat menang curang
246,positive,Agus-Sylvi,"Begitu tulus, begitu menyenangkan... Insyaallah ada jalan bu @sylviana_murni",tulus senang insyaallah jalan bu sylviana murni,tulus senang insyaallah jalan bu sylviana murni
247,positive,Agus-Sylvi,"#AHY Pemimpin, harapan, masa depan Bangsa. @SBYudhoyono @AgusYudhoyono @Edhie_Baskoro @hincapandjaitan @isari68",agus harimurti yudhoyono pimpin harap bangsa susilo bambang yudhoyono agusyudhoyono edhie baskoro hincapandjaitan isari,agus hari i yudhoyono pimpin harap bangsa susilo bambang yudhoyono agusyudhoyono edhie baskoro hincapandjaitan isari
248,positive,Agus-Sylvi,#ahy terbaik,agus harimurti yudhoyono baik,agus hari i yudhoyono
249,positive,Agus-Sylvi,"Postingan 28 Januari 2017, meneduhkan. Tetep #AHY",postingan januari teduh tetap agus harimurti yudhoyono,postingan januari teduh agus hari i yudhoyono
250,positive,Agus-Sylvi,"Salam ""Wallahulmuwafiq IlaAqwamithoriq @sandiuno mencerminkan beliau NU sejak itu saya jatuh hati meski waktu itu saya #AHY @AgusYudhoyono",salam wallahulmuwafiq ilaaqwamithoriq sandiuno cermin beliau nu jatuh hati agus harimurti yudhoyono agusyudhoyono,salam wallahulmuwafiq ilaaqwamithoriq sandiuno cermin beliau nu jatuh hati agus hari i yudhoyono agusyudhoyono
251,positive,Agus-Sylvi,Saya selalu suka dengan orang yang berjiwa besar #AHY,suka orang jiwa agus harimurti yudhoyono,suka orang jiwa agus hari i yudhoyono
252,positive,Agus-Sylvi,@AhyCenter AHY R1 2019.. boleh kalah di Pilgub #AHY @Agus_Yudhoyono,ahycenter agus harimurti yudhoyono r kalah pilihan gubernur agus harimurti yudhoyono agus yudhoyono,ahycenter agus hari i yudhoyono r kalah pilih gubernur agus hari i yudhoyono agus yudhoyono
253,positive,Agus-Sylvi,"WalauPun kau kalah,Kami tetap bangga sekali padamu #AHY,JalanMu masih panjang,Kesuksesan yang lebih baik menantimu Disaat yang tepat.",kamu kalah bangga pada agus harimurti yudhoyono jalan sukses nanti saat,kalah bangga agus hari i yudhoyono jalan sukses
254,positive,Agus-Sylvi,#ahy aku pribadi kagum atas pribadi mu yes #bangga atas sikapmu,agus harimurti yudhoyono pribadi kagum pribadi mu iya bangga sikap,agus hari i yudhoyono pribadi kagum pribadi mu iya bangga sikap
255,positive,Agus-Sylvi,"Prananda Sebut #AHY Demokrat Sejati, Saya Kagum dan Salut  https://goo.gl/fb/8fH7wi  #nasional",prananda agus harimurti yudhoyono demokrat sejati kagum salut nasional,prananda agus hari i yudhoyono demokrat sejati kagum salut nasional
256,positive,Agus-Sylvi,Waktu itu .... ah sudahlah <Frowning Face> @didienAZHAR: #AHY No. 1 <THUMBS UP> <THUMBS UP> <THUMBS UP>,ah frowning face didienazhar agus harimurti yudhoyono no thumbs up thumbs up thumbs up,ah frowning face didienazhar agus hari i yudhoyono no thumbs up thumbs up thumbs up
257,positive,Agus-Sylvi,Aku dari dulu Agus Harimurti Yudhoyono Lovers #AHYLovers Dari dulu Annisa Larasati Pohan Lovers  #ALPLovers Bukan mendadak #AHY,agus hari i yudhoyono pecinta ahylovers annisa larasati pohan pecinta alplovers dadak agus harimurti yudhoyono,agus i yudhoyono cinta ahylovers annisa larasati pohan cinta alplovers dadak agus hari i yudhoyono
258,positive,Agus-Sylvi,Terkadang sikap dewasa justru diajarkan oleh yang paling muda <THUMBS UP> <SMILING FACE WITH HEART-EYES> #A1 #AHY  #Awesome,terkadang sikap dewasa ajar muda thumbs up smiling face dengan hea eyes a agus harimurti yudhoyono awesome,terkadang sikap dewasa ajar muda thumbs up smiling face hea eyes a agus hari i yudhoyono awesome
259,positive,Agus-Sylvi,Bangga melihat pernyataan #AHY ini. Ksatria.,bangga nyata agus harimurti yudhoyono ksatria,bangga nyata agus hari i yudhoyono ksatria
260,positive,Agus-Sylvi,"Hayoo siapa aja yang sekarang sibuk hapus2in twit mereka sebelumnya, yang jelek2in #AHY?  <FACE WITH STUCK-OUT TOUNGES> <FACE WITH TEARS OF JOY> ",ayo saja sibuk hapus in twit jelek in agus harimurti yudhoyono face dengan stuck out tounges face dengan tears of joy,ayo sibuk hapus in twit jelek in agus hari i yudhoyono face stuck out tounges face tears of joy
261,positive,Agus-Sylvi,#AHY juga bagus programnya mengenai Persija,agus harimurti yudhoyono bagus program persija,agus hari i yudhoyono bagus program persija
262,positive,Agus-Sylvi,Pingin lihat mas #AHY debat <FACE WITH STUCK-OUT TOUNGES> ,ingin lihat mas agus harimurti yudhoyono debat face dengan stuck out tounges,lihat mas agus hari i yudhoyono debat face stuck out tounges
263,positive,Agus-Sylvi,Wah.diam2 mereka jadi *tersepona dengan pesonanya  #AHY dan akhirnya.. #GagalFokus deh! <FACE WITH STUCK-OUT TOUNGES> #AyoAgusYudhoyono https://Twitter.com/ZaraZ,diam tersepona pesona agus harimurti yudhoyono gagalfokus deh face dengan stuck out tounges ayoagusyudhoyono,diam tersepona pesona agus hari i yudhoyono gagalfokus deh face stuck out tounges ayoagusyudhoyono
264,positive,Agus-Sylvi,#AHY dukung #HariSantriNasional ,agus harimurti yudhoyono dukung harisantrinasional,agus hari i yudhoyono dukung harisantrinasional
265,positive,Agus-Sylvi,"Dengan kecerdasan, nasionalisme dan jiwa pancasilais yang dimiliki, #AHY bisa dikatakan memiliki Jiwa Santri, walaupun belum pernah mondok",cerdas nasionalisme jiwa pancasilais milik agus harimurti yudhoyono milik jiwa santri mondok,cerdas nasionalisme jiwa pancasilais milik agus hari i yudhoyono milik jiwa santri mondok
266,positive,Agus-Sylvi,Marasa beruntung sekali <SIGN OF THE HORNS> #ahy,marasa untung sign of the horns agus harimurti yudhoyono,marasa untung sign of the horns agus hari i yudhoyono
267,positive,Agus-Sylvi,Walaupun aku pendukung Anies Sandi <OK HAND> Tapi bangga dengan jiwa besar AHY Silvy Masih ada 2019 Prabowo AHY <FOLDED HANDS> <FOLDED HANDS>,dukung anies sandi oke hand bangga jiwa agus harimurti yudhoyono silvy prabowo agus harimurti yudhoyono folded hands folded hands,dukung anies sandi oke hand bangga jiwa agus hari i yudhoyono silvy prabowo agus hari i yudhoyono folded hands folded hands
268,positive,Agus-Sylvi,"AHY Sylvi selalu menang dalam hati kami pendukungnya, dengan adanya AHYSylvi membuat panik dan ketar ketir luar biasa di kubu sana  <FOLDED HANDS> <FOLDED HANDS>",agus harimurti yudhoyono sylvi menang hati dukung ahysylvi panik ketar tir kubu folded hands folded hands,agus hari i yudhoyono sylvi menang hati dukung ahysylvi panik ketar tir kubu folded hands folded hands
269,positive,Agus-Sylvi,Kemenangan Anis Sandi  <OK HAND> Adalah Kemenangan AHY Silvy dan Kaum Pribumi <HUGGING FACE> <HUGGING FACE>,menang anis sandi oke hand menang agus harimurti yudhoyono silvy kaum pribumi hugging face hugging face,menang anis sandi oke hand menang agus hari i yudhoyono silvy kaum pribumi hugging face hugging face
270,positive,Agus-Sylvi,Masih banyak yang bisa diperbuat AHY Silvy untuk kemaslahatan bangsa ini... ,agus harimurti yudhoyono silvy maslahat bangsa,agus hari i yudhoyono silvy maslahat bangsa
271,positive,Agus-Sylvi,benar kata mas #ahy @AgusYudhoyono #AniesTidakKonsisten #boongYa #DebatFinalPilkadaJKT #menolaklupa,mas agus harimurti yudhoyono agusyudhoyono aniestidakkonsisten boongya debat final pemilihan kepala daerah jakarta menolak lupa,mas agus hari i yudhoyono agusyudhoyono aniestidakkonsisten boongya debat final pilih kepala daerah jaka a tolak lupa
272,positive,Agus-Sylvi,"[HEBOH] Pentolan band Coldplay asal Inggris, Chris Martin, memberikan dukungan pada pasangan Agus-Sylvi #AHY di Pilkada Jakarta 2017.",heboh pentol band coldplay inggris chris sama in dukung pasang agus sylvi agus harimurti yudhoyono pilihan kepala daerah jaka a,heboh pentol band coldplay inggris chris in dukung pasang agus sylvi agus hari i yudhoyono pilih kepala daerah jaka a
273,positive,Agus-Sylvi,#SekjenPartaiDemokrat@HincaPandjaitan: DiskusiPolitik&Bola Kami akan turunkan yang Terbaik untuk NKRI Kedepan #AHY@WeAreTheNextLeader#,sekjenpa aidemokrat hincapandjaitan diskusipolitik bola turun baik negara kesatuan republik indonesia depan agus harimurti yudhoyono wearethenextleader,sekjenpa aidemokrat hincapandjaitan diskusipolitik bola turun negara satu republik indonesia agus hari i yudhoyono wearethenextleader
274,positive,Agus-Sylvi,Karena politik adalah bagian dari kehidupan... meski jangan terlalu banyak <Smiling Face With Smiling Eyes>,politik hidup smiling face dengan smiling eyes,politik hidup smiling face smiling eyes
275,positive,Agus-Sylvi,#Djarot Apresiasi #AHY Relakan Relawannya Dukung #Ahok <Clapping Hands> <Clapping Hands> http://merahputih.com #merahputih #Indonesia #Jakarta #PilgubDKI #2017,djarot apresiasi agus harimurti yudhoyono rela rawan dukung ahok clapping hands clapping hands merahputih indonesia jaka a pilihan gubernur daerah khusus ibukota,djarot apresiasi agus hari i yudhoyono rela rawan dukung ahok clapping hands clapping hands merahputih indonesia jaka a pilih gubernur daerah khusus ibu kota
276,positive,Agus-Sylvi,Kemenangan yang tertunda. Belajar dari segala kekalahan.Pernyataan yang bijaksana #AHY,menang te unda ajar kalah nyata bijaksana agus harimurti yudhoyono,menang te unda ajar kalah nyata bijaksana agus hari i yudhoyono
277,positive,Agus-Sylvi,Politik santun dan bermartabat. <FOLDED HANDS> #AHY,politik santun berma abat folded hands agus harimurti yudhoyono,politik santun berma abat folded hands agus hari i yudhoyono
278,positive,Agus-Sylvi,"Heboh, AHY muncul dengan penampilan baru @AgusYudhoyono http://beritahati.com #BERITAHATI #heboh #ahy #baru #tampilan #pilkada #nasional",heboh agus harimurti yudhoyono muncul tampil agusyudhoyono beritahati heboh agus harimurti yudhoyono tampil pilihan kepala daerah nasional,heboh agus hari i yudhoyono muncul tampil agusyudhoyono beritahati heboh agus hari i yudhoyono tampil pilih kepala daerah nasional
279,positive,Agus-Sylvi,Gunawan dan Freely anggota DPRD Talaud ini mau pasang spanduk AHY di perbtasan Indonesia-Filipina. Lanjutkan,gunawan freely anggota dewan perwakilan rakyat daerah talaud pasang spanduk agus harimurti yudhoyono perbtasan indonesia filipina lanjut,gunawan freely anggota dewan wakil rakyat daerah talaud pasang spanduk agus hari i yudhoyono perbtasan indonesia filipina
280,positive,Agus-Sylvi,[ A H Y ] untuk semua ! . . . . . . . . #AHY #AHY4all #AHYforAll #AHYhargaMati #TNI… https://www.instagram.com,a h iya agus harimurti yudhoyono agus harimurti yudhoyono all ahyforall ahyhargamati tentara nasional indonesia,a h iya agus hari i yudhoyono agus hari i yudhoyono all ahyforall ahyhargamati tentara nasional indonesia
281,positive,Agus-Sylvi,"yang buat polling mbak, kami terbuka pemilih #AHY secara pribadi untuk bergabung, karena mbak bukan pengambil keputusan di timses <Smiling Face With Smiling Eyes>",polling mbak buka pilih agus harimurti yudhoyono pribadi gabung mbak ambil putus tim sukses smiling face dengan smiling eyes,polling mbak buka pilih agus hari i yudhoyono pribadi gabung mbak ambil putus tim sukses smiling face smiling eyes
